timestamps,0,1,2
2016-01-03,0.5276285495011512,0.3797006907137375,0.09267075978511129
2016-01-10,0.5075518887842271,0.4036443953616786,0.08880371585409426
2016-01-17,0.5016221126395017,0.4062418894368025,0.09213599792369583
2016-01-24,0.49256943434637196,0.4202995492220445,0.08713101643158354
2016-01-31,0.49330463135901736,0.42229890151635063,0.08439646712463199
2016-02-07,0.5091536470813764,0.3945493466244928,0.09629700629413081
2016-02-14,0.4938916856382467,0.41004264597428414,0.09606566838746913
2016-02-21,0.5103334755837347,0.40120709626287876,0.08845942815338657
2016-02-28,0.49394939493949397,0.4121012101210121,0.09394939493949395
2016-03-06,0.48531940434091425,0.42150342276871167,0.09317717289037407
2016-03-13,0.47998455399665335,0.4206783369803063,0.09933710902304028
2016-03-20,0.49424428673299603,0.39787429114740736,0.10788142211959659
2016-03-27,0.4834654805646877,0.41594146844581964,0.10059305098949269
2016-04-03,0.4961448105535811,0.40925245467140536,0.09460273477501355
2016-04-10,0.5234347839828071,0.3841218671976233,0.09244334881956955
2016-04-17,0.5167394957983193,0.3859831932773109,0.09727731092436975
2016-04-24,0.5026745397707537,0.3955887460923932,0.10173671413685308
2016-05-01,0.49281474032503975,0.4127226132935414,0.09446264638141888
2016-05-08,0.5132342156143743,0.3868257883858924,0.09993999599973331
2016-05-15,0.5096711189516129,0.38501764112903225,0.10531123991935484
2016-05-22,0.508491182233834,0.3953951665578054,0.09611365120836055
2016-05-29,0.507711227813601,0.3918433823040617,0.1004453898823373
2016-06-05,0.5030434059537668,0.39101945784134373,0.10593713620488941
2016-06-12,0.49144610425835245,0.4073947808839026,0.101159114857745
2016-06-19,0.5108149117848323,0.3916277409181518,0.09755734729701586
2016-06-26,0.505338533341858,0.3962022888562112,0.09845917780193082
2016-07-03,0.5213743754240947,0.385078033434088,0.09354759114181728
2016-07-10,0.5069706412989995,0.39343939642447107,0.09958996227652944
2016-07-17,0.5245876556810184,0.3778573395758744,0.09755500474310719
2016-07-24,0.5197402263374485,0.3904642489711934,0.08979552469135803
2016-07-31,0.5233110750165434,0.3835649401431751,0.09312398484028153
2016-08-07,0.5027861378467773,0.39426085401829614,0.10295300813492654
2016-08-14,0.5156395078922934,0.38750580315691735,0.09685468895078923
2016-08-21,0.5119165549793135,0.3963638482605909,0.09171959676009557
2016-08-28,0.5243286036173193,0.3831374459533524,0.0925339504293283
2016-09-04,0.4843405775528431,0.4209288478713903,0.0947305745757666
2016-09-11,0.4983525041936257,0.3946800862688713,0.106967409537503
2016-09-18,0.5033481795247142,0.3842152801569751,0.11243654031831064
2016-09-25,0.5050786464681641,0.400835800104475,0.09408555342736084
2016-10-02,0.5194356719105103,0.38602756707299074,0.09453676101649892
2016-10-09,0.4999858561285395,0.39396339566066024,0.10605074821080027
2016-10-16,0.47566882568290625,0.4222472542945649,0.10208392002252886
2016-10-23,0.5098167353317232,0.39337974144054555,0.09680352322773121
2016-10-30,0.48819596911463603,0.4151269210844414,0.09667710980092262
2016-11-06,0.4853657879856754,0.40620372115565845,0.10843049085866609
2016-11-13,0.47394589010137533,0.42180538516174854,0.10424872473687609
2016-11-20,0.4972334421512754,0.40115088806506943,0.10161566978365517
2016-11-27,0.5149537944553346,0.3877905348641837,0.09725567068048166
2016-12-04,0.5138625460225371,0.3847205176838112,0.10141693629365169
2016-12-11,0.5266391214526476,0.37751440687180604,0.09584647167554637
2016-12-18,0.5137182579089232,0.384366576819407,0.10191516527166974
2016-12-25,0.5123855060775391,0.3914107955527392,0.09620369836972176
2017-01-01,0.5159405195857201,0.38341144477231964,0.1006480356419603
2017-01-08,0.49843850958432045,0.4054490631057506,0.09611242730992893
2017-01-15,0.513083819849875,0.3938959549624687,0.09302022518765637
2017-01-22,0.5100243729852976,0.3922478182247032,0.09772780878999922
2017-01-29,0.5161673681604357,0.39217628125773707,0.09165635058182718
2017-02-05,0.5347877787754508,0.37243672191617927,0.09277549930836994
2017-02-12,0.5111354690847492,0.39577001644163223,0.09309451447361865
2017-02-19,0.506066576791455,0.4029866224204086,0.09094680078813647
2017-02-26,0.5232174990068005,0.3931200486083522,0.08366245238484728
2017-03-05,0.5044915558749551,0.4020601269613127,0.09344831716373218
2017-03-12,0.5119656019656019,0.3847911547911548,0.10324324324324324
2017-03-19,0.5146110242376857,0.3883893666927287,0.09699960906958562
2017-03-26,0.5056743461107593,0.39627879791534754,0.09804685597389314
2017-04-02,0.49775362318840577,0.40094202898550724,0.10130434782608695
2017-04-09,0.5139428430038352,0.37731040455276504,0.10874675244339972
2017-04-16,0.5225466143277723,0.3772571148184495,0.10019627085377822
2017-04-23,0.4975982838222264,0.40122650748496014,0.1011752086928135
2017-04-30,0.5388469970367872,0.36714929292442605,0.09400371003878677
2017-05-07,0.5305982571232742,0.37278468618427496,0.0966170566924508
2017-05-14,0.5251108713891885,0.3767230013184706,0.09816612729234088
2017-05-21,0.5055600885884136,0.3873178692155263,0.10712204219606014
2017-05-28,0.5321021288907105,0.37420739204860526,0.09369047906068423
2017-06-04,0.28009690134676446,0.20699660571553707,0.5129064929376984
2017-06-11,0.492282019190655,0.40575228839971533,0.10196569240962969
2017-06-18,0.5127788377735378,0.38270558028879,0.10451558193767226
2017-06-25,0.5064154994376853,0.3934924854309375,0.10009201513137717
2017-07-02,0.49919316563834837,0.4,0.10080683436165164
2017-07-09,0.520786574168537,0.3728575800856968,0.10635584574576618
2017-07-16,0.5126933177706449,0.39038031319910516,0.09692636903024998
2017-07-23,0.5022036926742108,0.4074329958308517,0.09036331149493747
2017-07-30,0.5052593965652009,0.40880362686200505,0.08593697657279407
2017-08-06,0.5186835631063454,0.3897321635798171,0.09158427331383744
2017-08-13,0.5291215786123489,0.3833772847140129,0.08750113667363826
2017-08-20,0.5204370604616038,0.3899089064048709,0.08965403313352527
2017-08-27,0.5178285581719058,0.3892819858485094,0.09288945597958473
2017-09-03,0.5204322593556133,0.39995997598559135,0.07960776465879528
